The Heath,4.5,90, [American (New)], [Chelsea],10001, false 
Degustation,4,474, [French | American (New) | Spanish], [East Village],10003, false 
The Bao,4,111, [Shanghainese], [East Village],10003, false 
Taboonette,4,146, [Middle Eastern], [Union Square | Greenwich Village],10003, false 
Yakiniku West,4,372, [Japanese | Barbeque], [East Village],10003, false 
Curry-Ya,4,429, [Japanese], [East Village],10003, false 
Posto,4,383, [Pizza | Italian | Sandwiches], [Gramercy],10003, false 
Piccolo Cafe,4,168, [Coffee & Tea | Sandwiches], [Gramercy],10003, false 
The Smith,3.5,1240, [American (New)], [East Village],10003, false 
Robataya NY,4,351, [Japanese], [East Village],10003, false 
Bodhi Tree,4,400, [Thai], [East Village],10003, false 
Luke's Lobster,4.5,402, [Seafood], [Financial District],10004, false 
The Dead Rabbit,4,284, [Bars | American (Traditional)], [Financial District],10004, false 
Sophie's Cuban Cuisine,4,260, [Cuban | Sandwiches], [Financial District],10004, false 
Adrienne's Pizza Bar,4,689, [Pizza | Italian], [Financial District],10004, false 
Ancora Restaurant,4.5,93, [Italian], [Financial District],10004, false 
Crepes Du Nord,4,187, [Creperies | French], [Financial District],10004, false 
Inatteso Pizzabar Casano,4,147, [Italian | Pizza], [Battery Park],10004, false 
Harry's Cafe & Steak,4,350, [Steakhouses | Cafes], [Financial District],10004, false 
Fraunces Tavern,3.5,292, [American (Traditional) | Bars], [Financial District],10004, false 
Shorty's,4,85, [Sandwiches | Bars | Steakhouses], [Financial District],10004, false 
Whitehorse Tavern,4,98, [Pubs | Burgers], [Financial District],10004, false 
Pranzo,3.5,50, [Pizza], [Financial District],10004, false 
Inatteso Cafe Casano,4,45, [Italian | Coffee & Tea | Bagels], [Battery Park],10004, false 
Murphy's Tavern,4,41, [Pubs | American (Traditional)], [Financial District],10004, false 
Underground Pizza,3.5,98, [Pizza], [Financial District],10004, false 
Ulysses Folk House,3.5,459, [Pubs | Irish | Breakfast & Brunch], [Financial District],10004, false 
Pret A Manger,4,51, [Sandwiches | Coffee & Tea | Breakfast & Brunch], [Financial District],10004, false 
Smorgas Chef,3.5,206, [Scandinavian], [Financial District],10004, false 
Gigino At Wagner Park,3.5,138, [Italian | Seafood], [Battery Park],10004, false 
Flavors,3.5,117, [Sandwiches | Cafes], [Financial District],10004, false 
Chipotle Mexican Grill,3.5,85, [Mexican], [Financial District],10004, false 
Burger Burger,3.5,168, [Burgers | Hot Dogs | American (Traditional)], [Financial District],10004, false 
Justino's Pizzeria,4,24, [Pizza], [Financial District],10004, false 
Bluestone Lane Coffee,4.5,66, [Cafes], [Financial District],10004, false 
Veronica's Kitchen,4,97, [Soul Food | Food Stands | Trinidadian], [Financial District],10005, false 
Andaz Wall Street,3.5,136, [American (New)], [Financial District],10005, false 
Dig Inn Seasonal Market,3.5,140, [American (Traditional)], [Financial District],10005, false 
Pita Press,3.5,96, [Greek], [Financial District],10005, false 
The Cinnamon Snail,5,7, [Mexican | Sandwiches | Food Trucks], [Financial District],10005, false 
Fun Buns Cart,4,21, [Taiwanese | Street Vendors], [Financial District],10005, false 
Blue Planet Grill,3.5,200, [American (Traditional) | Bars | Caterers], [Financial District],10006, false 
View of the World Terrace Club,4.5,10, [American (New)], [Financial District],10006, false 
Ho Yip Restaurant,3.5,141, [Chinese], [Financial District],10006, false 
Wogies Bar and Grill,4,23, [American (Traditional) | Cheesesteaks | Chicken Wings], [Financial District],10006, false 
Clinton Hall,3.5,79, [Sports Bars | American (New) | Cocktail Bars], [Financial District],10006, false 
Tajin,3.5,93, [Mexican], [Financial District],10006, false 
Sam's Falafel Stand,4,101, [Falafel], [Financial District],10006, false 
Bill's Bar & Burger Downtown,3.5,112, [Bars | Burgers], [Financial District],10006, false 
Sale & Pepe,4,9, [Sandwiches | Caterers], [Financial District],10006, false 
Dark Horse,4,174, [American (Traditional) | American (New)], [TriBeCa | Civic Center],10007, false 
Saleya,4,83, [American (New) | Mediterranean | Bars], [TriBeCa],10007, false 
Sophie's Cuban Cuisine,4,128, [Cuban], [TriBeCa | Civic Center],10007, false 
Manhattan Proper,4,111, [Sports Bars | American (New) | Lounges], [TriBeCa | Civic Center],10007, false 
My Belly's Playlist,4,59, [American (New) | Sandwiches | Salad], [TriBeCa],10007, false 
Sole di Capri,4,125, [Italian], [TriBeCa],10007, false 
Benares,4,126, [Indian], [TriBeCa],10007, false 
The Hummus & Pita Co.,4,75, [Mediterranean | Middle Eastern], [TriBeCa | Civic Center],10007, false 
Woodrow's,4,129, [American (Traditional) | Pubs], [TriBeCa],10007, false 
Mulberry and Vine,4,53, [American (New) | Latin American | Asian Fusion], [TriBeCa],10007, false 
Church Publick,4,47, [American (New) | Pubs], [TriBeCa | Civic Center],10007, false 
Takahachi Bakery,4,295, [Bakeries | Japanese | Fruits & Veggies], [TriBeCa | Civic Center],10007, false 
Delimarie,4,32, [Delis | Southern | Breakfast & Brunch], [TriBeCa | Civic Center],10007, false 
By Suzette French Crepes,4,52, [Creperies | French], [TriBeCa | Chinatown | Civic Center],10007, false 
Pylos,4.5,695, [Greek], [East Village | Alphabet City],10009, false 
Taverna Kyclades East Village,4.5,236, [Greek | Seafood], [Stuyvesant Town | East Village],10009, false 
Caracas Arepa Bar,4,2023, [Venezuelan], [East Village],10009, false 
Northern Spy Food Co.,4,657, [American (Traditional)], [East Village | Alphabet City],10009, false 
Xe May Sandwich Shop,4.5,373, [Sandwiches | Vietnamese], [East Village],10009, false 
B4,4,116, [American (New) | Comfort Food], [East Village | Alphabet City],10009, false 
Westville,4,682, [American (New)], [East Village | Alphabet City],10009, false 
Brindle Room,4,420, [American (New)], [East Village | Alphabet City],10009, false 
Nai Tapas Bar,4,458, [Tapas Bars], [East Village],10009, false 
Cafe Mogador,4,1152, [Moroccan], [East Village | Alphabet City],10009, false 
Bobwhite Lunch & Supper Counter,4,259, [Southern], [East Village | Alphabet City],10009, false 
Flinders Lane,4.5,60, [Restaurants | Wine Bars], [East Village | Alphabet City],10009, false 
Tuome,4,45, [American (New)], [East Village | Alphabet City],10009, false 
Grape and Grain,4,221, [Wine Bars | American (New)], [East Village | Alphabet City],10009, false 
Root & Bone,4,146, [Southern | Comfort Food], [East Village | Alphabet City],10009, false 
Tink's Restaurant,4,166, [American (New) | Comfort Food | Breakfast & Brunch], [East Village],10009, false 
Casa Adela,4,153, [Latin American | Puerto Rican], [East Village | Alphabet City],10009, false 
Yuca Bar & Restaurant,4,1050, [Latin American | Tapas Bars], [East Village | Alphabet City],10009, false 
Kafana,4,223, [Ethnic Food | Modern European], [East Village | Alphabet City],10009, false 
Yerba Buena,4,567, [Latin American | Spanish], [East Village | Alphabet City],10009, false 
Luke's Lobster,4,1216, [Seafood], [East Village],10009, false 
Fat Buddha,4,324, [Bars | Asian Fusion | Korean], [East Village | Alphabet City],10009, false 
Cafecito,4,267, [Cuban], [East Village | Alphabet City],10009, false 
Eleven Madison Park,4.5,1136, [American (New) | French], [Flatiron],10010, false 
Mook's,4.5,52, [Sandwiches | Cafes | Salad], [Kips Bay],10010, false 
Lamarca Cheese Shop,4.5,35, [Cheese Shops | Comfort Food], [Gramercy],10010, false 
Maialino,4,773, [Italian], [Flatiron | Gramercy],10010, false 
Molly's,4,286, [American (Traditional) | Irish | Pubs], [Gramercy],10010, false 
Grill 21,4,246, [Filipino], [Gramercy],10010, false 
Gila's Nosh,4.5,65, [Coffee & Tea | Mediterranean], [Kips Bay],10010, false 
Hillstone,4,446, [Steakhouses | American (Traditional)], [Flatiron],10010, false 
Kipsey's,4,117, [American (New) | Breakfast & Brunch], [Kips Bay],10010, false 
Limon Restaurant,4,117, [Turkish | Middle Eastern | Mediterranean], [Kips Bay],10010, false 
Bluebell Cafe,3.5,251, [American (Traditional)], [Gramercy],10010, false 
Vitis La Vineria,4.5,41, [Tapas/Small Plates | Wine Bars], [Gramercy],10010, false 
Almond,3.5,608, [American (New)], [Flatiron],10010, false 
Love Cafe & Bar,4,25, [Cafes], [Kips Bay],10010, false 
Lamarca,4,177, [Italian], [Gramercy],10010, false 
Stix Mediterranean Cafe & Grill,4,191, [Mediterranean | Greek], [Flatiron | Gramercy],10010, false 
Almayass,4,146, [Mediterranean | Armenian | Vegetarian], [Flatiron],10010, false 
Los Tacos No.1,4.5,429, [Mexican], [Meatpacking District | Chelsea],10011, false 
Colicchio & Sons Tap Room,4.5,161, [American (New)], [Meatpacking District | Chelsea],10011, false 
Westville,4,518, [American (New)], [Chelsea],10011, false 
Buddakan,4,1984, [Chinese | Asian Fusion], [Meatpacking District | Chelsea],10011, false 
Cookshop,4,972, [American (New) | Breakfast & Brunch | Desserts], [Chelsea],10011, false 
The Red Cat,4,453, [American (New)], [Chelsea],10011, false 
The Green Table,4,348, [Vegetarian | American (New) | Breakfast & Brunch], [Meatpacking District | Chelsea],10011, false 
Salinas,4,431, [Mediterranean | Spanish], [Chelsea],10011, false 
The Meatball Shop,4,282, [Italian | Salad], [Chelsea],10011, false 
Tia Pol,4,512, [Tapas Bars | Spanish], [Chelsea],10011, false 
Le Grainne Cafe,4,400, [French], [Chelsea],10011, false 
Dil-e Punjab Deli,4.5,111, [Indian | Vegetarian | Pakistani], [Chelsea],10011, false 
Amélie,4.5,662, [French | Wine Bars], [Greenwich Village],10011, false 
Coppelia,4,450, [Cuban], [Chelsea],10011, false 
Ootoya,4,517, [Japanese], [Flatiron],10011, false 
The Grey Dog,4,430, [Coffee & Tea | Breakfast & Brunch], [Chelsea],10011, false 
Heartwood,4,52, [American (New)], [Chelsea],10011, false 
Empire Diner,4,116, [Diners], [Chelsea],10011, false 
El Cocotero,4,307, [Latin American], [Chelsea],10011, false 
mokbar,4,108, [Korean], [Meatpacking District | Chelsea],10011, false 
Sotto 13,4,263, [Pizza | Tapas/Small Plates], [West Village],10011, false 
Siggy's Good Food,4.5,207, [Mediterranean | Vegan | Comfort Food], [NoHo],10012, false 
Jane,4,1789, [American (Traditional) | Modern European], [Greenwich Village],10012, false 
Cafe Habana,4,2312, [Cuban | Mexican], [Nolita],10012, false 
Bianca Restaurant,4,859, [Italian], [NoHo],10012, false 
Carroll Place,4.5,96, [Gastropubs | Italian], [Greenwich Village],10012, false 
Blue Ribbon Brasserie,4.5,638, [Seafood | American (Traditional)], [South Village],10012, false 
Balthazar Restaurant,4,1748, [French], [SoHo],10012, false 
Rubirosa,4,568, [Italian | Pizza], [Nolita],10012, false 
Cocotte,4.5,130, [French], [South Village],10012, false 
Saigon Shack,4,832, [Vietnamese], [Greenwich Village],10012, false 
Eight Turn Crêpe,4.5,264, [Creperies], [Nolita],10012, false 
Ciccio,4.5,78, [Italian | Bars], [South Village],10012, false 
Ruby's,4,419, [Burgers | Coffee & Tea], [Nolita],10012, false 
Lupa,4,951, [Italian | American (New)], [Greenwich Village],10012, false 
Bohemian Restaurant,4.5,342, [Japanese], [NoHo],10012, false 
Cuba,4,775, [Cuban], [Greenwich Village],10012, false 
Mamoun's Falafel,4.5,1647, [Middle Eastern | Falafel], [Greenwich Village],10012, false 
Gato,4,262, [Mediterranean | Spanish | Bars], [NoHo],10012, false 
Bite,4,139, [Food Stands | Sandwiches], [NoHo],10012, false 
Aquagrill,4.5,862, [Seafood], [South Village],10012, false 
Emporio,4,366, [Italian], [Nolita],10012, false 
Boqueria,4,465, [Spanish], [South Village],10012, false 
Jack's Wife Freda,4,307, [Breakfast & Brunch | Mediterranean], [SoHo],10012, false 
Public,4,791, [American (Traditional)], [Nolita],10012, false 
Toloache,4.5,101, [Mexican], [Greenwich Village],10012, false 
Taim Falafel,4.5,178, [Falafel], [Nolita],10012, false 
Lombardi's Pizza,4,3942, [Pizza], [Nolita],10012, false 
Minetta Tavern,4,1247, [French | American (New) | Breakfast & Brunch], [Greenwich Village],10012, false 
Café Gitane,4,499, [French | Moroccan], [Nolita],10012, false 
Pepe Rosso To Go,4,239, [Italian], [South Village],10012, false 
Mirch Masala,4.5,42, [Indian], [Greenwich Village],10012, false 
Ariana,4.5,24, [Russian], [South Village | Greenwich Village],10012, false 
Il Corallo Trattoria,4,478, [Italian | Pizza], [South Village],10012, false 
Vin et Fleurs,4,247, [French], [South Village],10012, false 
The Grey Dog,4,196, [Coffee & Tea | Breakfast & Brunch], [Nolita],10012, false 
B&B Winepub,4,445, [Burgers], [SoHo],10012, false 
Saxon + Parole,4,408, [American (New) | Bars], [NoHo],10012, false 
Snack,4,197, [Sandwiches | Mediterranean], [South Village],10012, false 
Balaboosta,4,367, [Mediterranean], [Nolita],10012, false 
Bistro Les Amis,4,163, [French], [South Village],10012, false 
Bareburger,4,387, [Burgers], [Greenwich Village],10012, false 
Mother's Ruin,4,171, [Bars | American (New) | Breakfast & Brunch], [Nolita],10012, false 
The Greek,4.5,118, [Greek], [TriBeCa],10013, false 
La Sirene,4.5,1031, [French], [South Village],10013, false 
Bouley,4.5,704, [French], [TriBeCa],10013, false 
Distilled,4,230, [American (New) | Bars | Breakfast & Brunch], [TriBeCa],10013, false 
Breakroom,4.5,267, [Burgers | Mexican], [Chinatown],10013, false 
Despaña,4.5,284, [Spanish | Basque | Grocery], [SoHo],10013, false 
Nish Nush,4.5,198, [Middle Eastern | Vegetarian | Kosher], [TriBeCa],10013, false 
Mooncake Foods,4,384, [Asian Fusion | Gluten-Free], [South Village],10013, false 
Westville,4,159, [American (Traditional)], [South Village],10013, false 
Locanda Verde,4,945, [Italian], [TriBeCa],10013, false 
Pepe Rosso Social,4.5,94, [Italian], [Little Italy | Nolita],10013, false 
Marc Forgione,4,502, [American (New) | Seafood], [TriBeCa],10013, false 
Pepolino Restaurant,4.5,249, [Italian], [TriBeCa],10013, false 
Joe's Shanghai,4,2831, [Shanghainese], [Chinatown | Civic Center],10013, false 
Saluggi's,4,340, [Pizza | Italian], [TriBeCa],10013, false 
Zutto Japanese American Pub,4,530, [Asian Fusion | Japanese | Sushi Bars], [TriBeCa],10013, false 
Kori,4,274, [Korean], [TriBeCa],10013, false 
Piacere,4.5,129, [Pizza | Italian], [Little Italy | Nolita],10013, false 
Galli Restaurant - SoHo,4,267, [Italian], [SoHo],10013, false 
Ear Inn,4,240, [Bars | American (Traditional)], [South Village],10013, false 
Da Mikele,4,200, [Italian], [TriBeCa],10013, false 
Ward III,4,289, [American (New) | Lounges], [TriBeCa],10013, false 
H K  Wonton Garden,4,499, [Chinese], [Chinatown],10013, false 
Terroir Tribeca,4,132, [Wine Bars | American (New)], [TriBeCa],10013, false 
Atera,4.5,84, [American (New) | Lounges], [TriBeCa | Civic Center],10013, false 
Union Bar & Kitchen,4.5,25, [American (New)], [South Village],10013, false 
Jungsik,4.5,204, [Korean], [TriBeCa],10013, false 
Taim Falafel and Smoothie Bar,4.5,1047, [Middle Eastern | Vegetarian | Street Vendors], [West Village],10014, false 
The Little Owl,4,857, [American (New)], [West Village],10014, false 
L'Artusi,4.5,794, [Italian], [West Village],10014, false 
Malatesta Trattoria,4,723, [Italian], [West Village],10014, false 
Westville,4,695, [Salad | Burgers | Sandwiches], [West Village],10014, false 
The Spotted Pig,4,1749, [Burgers | Gastropubs], [West Village],10014, false 
Mémé Mediterranean,4,263, [Mediterranean], [West Village],10014, false 
Buvette,4,505, [French], [West Village],10014, false 
Scarpetta,4,986, [Italian], [Meatpacking District | West Village | Chelsea],10014, false 
Cafe Gitane,4,226, [French | Moroccan], [West Village],10014, false 
Wallflower,4.5,76, [American (New)], [West Village],10014, false 
Employees Only,4,780, [American (New) | Lounges], [West Village],10014, false 
Piora,4.5,119, [American (New)], [West Village],10014, false 
Takashi,4,418, [Japanese | Korean | Barbeque], [West Village],10014, false 
Market Table,4,544, [American (New)], [West Village],10014, false 
Extra Virgin,4,776, [Seafood | Greek | Italian], [West Village],10014, false 
The Clam,4.5,79, [Seafood], [West Village],10014, false 
Pinto,4,605, [Thai], [West Village],10014, false 
Upright Brew House,4,79, [American (New) | Bars], [West Village],10014, false 
Perilla Restaurant,4,1097, [American (New)], [West Village],10014, false 
The Grey Dog,4.5,40, [Coffee & Tea | Breakfast & Brunch], [West Village],10014, false 
The Otheroom,4,211, [Lounges | Wine Bars | American (New)], [West Village],10014, false 
NY Dosas,4.5,248, [Indian | Food Stands | Vegetarian], [Greenwich Village],10014, false 
Malaparte,4,101, [Italian], [West Village],10014, false 
Barbuto,4,442, [Italian | American (New)], [West Village],10014, false 
Tartine,4,619, [French | Breakfast & Brunch], [West Village],10014, false 
Las Ramblas,4,490, [Tapas/Small Plates], [West Village],10014, false 
Ramen-Ya,4,182, [Ramen], [West Village],10014, false 
Piccolo Angolo,4,246, [Italian], [West Village],10014, false 
Hudson Clearwater,4,287, [American (New)], [West Village],10014, false 
Injera,4.5,67, [Ethiopian | Bars], [West Village],10014, false 
Joseph Leonard,4,370, [American (New) | French], [West Village],10014, false 
Corner Bistro,4,1162, [Burgers | Bars], [West Village],10014, false 
Mas Farmhouse,4,372, [French | Wine Bars], [West Village],10014, false 
Hakata Tonton,4,437, [Japanese | Hot Pot], [West Village],10014, false 
Cafe Cluny,4,444, [Restaurants], [West Village],10014, false 
Fish,4,892, [Seafood], [West Village],10014, false 
Swine,4,195, [American (New) | Wine Bars], [West Village],10014, false 
Chicken Provence,4.5,75, [French], [Murray Hill | Midtown East],10016, false 
The Shakespeare,4,81, [Pubs | British], [Midtown East | Murray Hill],10016, false 
Cask Bar + Kitchen,4,701, [Bars | American (New) | Seafood], [Murray Hill | Kips Bay | Midtown East],10016, false 
Le Parisien,4,484, [French], [Murray Hill | Kips Bay | Midtown East],10016, false 
Bistango,4,389, [Italian | Gluten-Free], [Kips Bay | Midtown East],10016, false 
Pippali,4,259, [Indian], [Flatiron],10016, false 
Lamazou,4.5,189, [Cheese Shops | Sandwiches], [Kips Bay],10016, false 
Juni,4.5,65, [American (New)], [Midtown East],10016, false 
Pio Pio,4,460, [Latin American | Peruvian], [Murray Hill | Kips Bay | Midtown East],10016, false 
The Cannibal,4,213, [American (New) | Butcher], [Flatiron | Midtown East],10016, false 
Whitman & Bloom,4,135, [Breakfast & Brunch], [Kips Bay],10016, false 
Bareburger,4,391, [Burgers], [Murray Hill | Midtown East],10016, false 
Rattle 'N' Hum,4,434, [Pubs | American (New)], [Midtown East],10016, false 
Natureworks,4,137, [American (New) | Mediterranean], [Midtown East],10016, false 
Piccolo Cafe,4,178, [Sandwiches | Food Delivery Services | Italian], [Midtown East],10016, false 
VinoTapa,4.5,24, [Tapas Bars], [Kips Bay | Midtown East],10016, false 
Wild Edibles,4,352, [Seafood | Seafood Markets], [Murray Hill | Midtown East],10016, false 
Penelope,3.5,1421, [American (Traditional) | Breakfast & Brunch], [Kips Bay | Midtown East],10016, false 
Vezzo Thin Crust Pizza,4,627, [Pizza], [Midtown East],10016, false 
Ruay Thai,4,247, [Thai], [Murray Hill | Kips Bay | Midtown East],10016, false 
Sushi Yasuda,4.5,1238, [Sushi Bars | Japanese], [Midtown East],10017, false 
Sakagura,4.5,1033, [Japanese | Seafood], [Midtown East],10017, false 
Num Pang Sandwich Shop,4,713, [Cambodian | Sandwiches], [Midtown East | Murray Hill],10017, false 
The Sea Fire Grill,4,169, [Seafood | Bars], [Midtown East],10017, false 
Cipriani Le Specialita,4.5,72, [Specialty Food | Italian], [Midtown East | Murray Hill],10017, false 
BentOn Cafe,4.5,48, [Japanese | Food Delivery Services], [Midtown East],10017, false 
Yogi Korean BBQ Tacos,4.5,43, [Street Vendors | Barbeque], [Midtown East],10017, false 
Donburiya,3.5,473, [Japanese], [Midtown East],10017, false 
Udon West,4,287, [Japanese], [Midtown East],10017, false 
Vitae,4,361, [American (New)], [Midtown East],10017, false 
Soba Totto,4,386, [Japanese], [Midtown East],10017, false 
Luke's Lobster,4.5,32, [Seafood], [Midtown East],10017, false 
Davio's Northern Italian Steakhouse,4,54, [Steakhouses | Italian | Gluten-Free], [Midtown East],10017, false 
Nishida Sho-ten,4,35, [Ramen], [Midtown East],10017, false 
Avra Restaurant,4,415, [Seafood | Greek | Mediterranean], [Midtown East],10017, false 
The Capital Grille,4,424, [Steakhouses | American (Traditional)], [Midtown East | Murray Hill],10017, false 
Chopita,4.5,29, [Middle Eastern | Mediterranean | Kosher], [Midtown East],10017, false 
Graso Grill,4.5,53, [Bagels | Sandwiches | Burgers], [Midtown East],10017, false 
Caffe Linda,4,177, [Italian], [Midtown East],10017, false 
Pampano,4,324, [Mexican | Latin American], [Midtown East],10017, false 
Bukhara Grill,4,304, [Indian | Buffets], [Midtown East],10017, false 
Elite Food Bar,4,34, [Sandwiches], [Midtown East],10017, false 
MASQ BAR,4,49, [Lounges | American (New)], [Midtown East],10017, false 
La Bellezza,4,97, [Pizza], [Midtown East],10017, false 
Katsu-Hama,3.5,507, [Japanese], [Midtown East],10017, false 
