The Heath,4.5,90, [American (New)], [Chelsea],10001, false 
Beyond Sushi,4.5,497, [Vegetarian | Sushi Bars | Vegan], [Gramercy],10003, false 
Ducks Eatery,4,204, [French | Cajun/Creole | American (Traditional)], [East Village],10003, false 
Gotham Bar And Grill,4.5,898, [American (New) | Bars], [Union Square | Greenwich Village],10003, false 
Cha-An,4,899, [Japanese | Tea Rooms], [East Village],10003, false 
The Redhead,4,525, [American (Traditional) | Bars], [East Village],10003, false 
Momofuku Ko,4,709, [American (New) | Asian Fusion | Korean], [East Village],10003, false 
Mark,4,722, [Burgers], [East Village],10003, false 
Mighty Quinn's Barbeque,4,826, [Barbeque], [East Village],10003, false 
Yakitori Taisho,4,1034, [Japanese | Sushi Bars], [East Village],10003, false 
Mamak,5,20, [Thai | Malaysian | Food Trucks], [East Village],10003, false 
Soba-ya,4,758, [Japanese], [East Village],10003, false 
Ngam,4,602, [Thai | Cooking Schools], [East Village],10003, false 
Xi'an Famous Foods,4,994, [Chinese], [East Village],10003, false 
Pata Negra,4,253, [Tapas Bars | Wine Bars | Spanish], [East Village],10003, false 
Artichoke Basille's Pizza,4,2538, [Pizza], [Gramercy | East Village],10003, false 
Han Dynasty,4,357, [Szechuan | Soup], [East Village],10003, false 
Luzzo's,4,741, [Italian | Pizza], [East Village],10003, false 
Café Orlin,4,1223, [Breakfast & Brunch | Cafes], [East Village],10003, false 
Dos Toros Taqueria,4,1022, [Mexican], [Union Square | East Village | Greenwich Village],10003, false 
Otto's Tacos,4,277, [Mexican], [East Village],10003, false 
The Hummus & Pita Co.,4.5,41, [Mediterranean | Middle Eastern | Vegetarian], [Greenwich Village],10003, false 
Graffiti Food & Wine Bar,4,395, [American (New) | Wine Bars | Vegetarian], [East Village],10003, false 
Maharlika,4,739, [Filipino], [East Village],10003, false 
Otafuku,4,131, [Japanese], [East Village],10003, false 
MUD,4,493, [Coffee & Tea | Breakfast & Brunch], [East Village],10003, false 
Degustation,4,474, [French | American (New) | Spanish], [East Village],10003, false 
The Bao,4,111, [Shanghainese], [East Village],10003, false 
Taboonette,4,146, [Middle Eastern], [Union Square | Greenwich Village],10003, false 
Yakiniku West,4,372, [Japanese | Barbeque], [East Village],10003, false 
Curry-Ya,4,429, [Japanese], [East Village],10003, false 
Posto,4,383, [Pizza | Italian | Sandwiches], [Gramercy],10003, false 
Piccolo Cafe,4,168, [Coffee & Tea | Sandwiches], [Gramercy],10003, false 
The Smith,3.5,1240, [American (New)], [East Village],10003, false 
Robataya NY,4,351, [Japanese], [East Village],10003, false 
Bodhi Tree,4,400, [Thai], [East Village],10003, false 
Jeepney,4,332, [Filipino | Gastropubs], [East Village],10003, false 
Gyu-Kaku Japanese BBQ,4,983, [Japanese | Barbeque], [NoHo | East Village],10003, false 
99 Miles to Philly,4,401, [Sandwiches], [East Village],10003, false 
Shabu-Tatsu East Village,4,363, [Japanese], [East Village],10003, false 
Casa Mono,4,753, [Spanish | Tapas Bars | Basque], [Flatiron | Union Square | Gramercy],10003, false 
Ponty Bistro,4,319, [African | French | Breakfast & Brunch], [Gramercy],10003, false 
Ugly Kitchen,4,288, [Bars | Asian Fusion | Filipino], [East Village],10003, false 
The Nugget Spot,4,127, [American (Traditional) | Gastropubs | Comfort Food], [Gramercy | East Village],10003, false 
Hi-Collar,4.5,78, [Japanese | Coffee & Tea | Bars], [East Village],10003, false 
Confessional,4.5,54, [Latin American], [East Village],10003, false 
Saint's Alp Teahouse,4,790, [Coffee & Tea | Taiwanese | Chinese], [East Village],10003, false 
Murray's Falafel,4,139, [Middle Eastern | Falafel], [Stuyvesant Town | Gramercy],10003, false 
Halal Guys,4,125, [Middle Eastern], [Gramercy | East Village],10003, false 
Bar Jamón,4,214, [Spanish | Tapas Bars], [Gramercy],10003, false 
Parmys Persian Fusion,4.5,82, [Barbeque | Persian/Iranian], [East Village],10003, false 
Joe Jr. Restaurant,4,114, [Diners], [Gramercy],10003, false 
The Cellar,4,280, [Wine Bars | American (New) | American (Traditional)], [Flatiron],10003, false 
The Loop,4,252, [Sushi Bars], [Gramercy],10003, false 
Jack's Sliders & Sushi,4,139, [Burgers | Sushi Bars | Caterers], [Gramercy],10003, false 
BaoHaus,3.5,827, [Chinese | Taiwanese], [East Village],10003, false 
The Black Ant,4,90, [Mexican], [East Village],10003, false 
Thai Terminal,4,364, [Thai], [East Village],10003, false 
Narcissa,4,121, [American (New)], [NoHo | East Village],10003, false 
East Village Thai,4,117, [Thai], [East Village],10003, false 
La Follia Osteria,4,188, [Italian], [Gramercy],10003, false 
Veselka,3.5,1355, [Diners | Ukrainian], [East Village],10003, false 
Luke's Lobster,4.5,402, [Seafood], [Financial District],10004, false 
The Dead Rabbit,4,284, [Bars | American (Traditional)], [Financial District],10004, false 
Sophie's Cuban Cuisine,4,260, [Cuban | Sandwiches], [Financial District],10004, false 
Adrienne's Pizza Bar,4,689, [Pizza | Italian], [Financial District],10004, false 
Ancora Restaurant,4.5,93, [Italian], [Financial District],10004, false 
Crepes Du Nord,4,187, [Creperies | French], [Financial District],10004, false 
Inatteso Pizzabar Casano,4,147, [Italian | Pizza], [Battery Park],10004, false 
Harry's Cafe & Steak,4,350, [Steakhouses | Cafes], [Financial District],10004, false 
Fraunces Tavern,3.5,292, [American (Traditional) | Bars], [Financial District],10004, false 
Shorty's,4,85, [Sandwiches | Bars | Steakhouses], [Financial District],10004, false 
Whitehorse Tavern,4,98, [Pubs | Burgers], [Financial District],10004, false 
Pranzo,3.5,50, [Pizza], [Financial District],10004, false 
Inatteso Cafe Casano,4,45, [Italian | Coffee & Tea | Bagels], [Battery Park],10004, false 
Murphy's Tavern,4,41, [Pubs | American (Traditional)], [Financial District],10004, false 
Underground Pizza,3.5,98, [Pizza], [Financial District],10004, false 
Ulysses Folk House,3.5,459, [Pubs | Irish | Breakfast & Brunch], [Financial District],10004, false 
Pret A Manger,4,51, [Sandwiches | Coffee & Tea | Breakfast & Brunch], [Financial District],10004, false 
Smorgas Chef,3.5,206, [Scandinavian], [Financial District],10004, false 
Gigino At Wagner Park,3.5,138, [Italian | Seafood], [Battery Park],10004, false 
Flavors,3.5,117, [Sandwiches | Cafes], [Financial District],10004, false 
Chipotle Mexican Grill,3.5,85, [Mexican], [Financial District],10004, false 
Burger Burger,3.5,168, [Burgers | Hot Dogs | American (Traditional)], [Financial District],10004, false 
Justino's Pizzeria,4,24, [Pizza], [Financial District],10004, false 
Bluestone Lane Coffee,4.5,66, [Cafes], [Financial District],10004, false 
Mad Dog & Beans,3,328, [Mexican | Bars], [Financial District],10004, false 
Mamak Cart,4.5,7, [Food Stands | Malaysian], [Financial District],10004, false 
Reserve Cut,4,37, [Steakhouses | Kosher], [Financial District],10004, false 
Route 66 Smokehouse,3,86, [Barbeque | American (Traditional)], [Financial District],10004, false 
Mysttik Masaala,4.5,35, [Food Trucks | Indian], [Financial District],10004, false 
Stone Street Tavern,3,145, [American (Traditional) | Pubs], [Financial District],10004, false 
Dig Inn Seasonal Market,4,24, [American (Traditional)], [Financial District],10004, false 
Zigolini's,3,96, [American (New) | Bars], [Financial District],10004, false 
Bavaria Bierhaus,3.5,51, [German | Pubs], [Financial District],10004, false 
Veronica's Kitchen,4,97, [Soul Food | Food Stands | Trinidadian], [Financial District],10005, false 
Andaz Wall Street,3.5,136, [American (New)], [Financial District],10005, false 
Dig Inn Seasonal Market,3.5,140, [American (Traditional)], [Financial District],10005, false 
Pita Press,3.5,96, [Greek], [Financial District],10005, false 
The Cinnamon Snail,5,7, [Mexican | Sandwiches | Food Trucks], [Financial District],10005, false 
Fun Buns Cart,4,21, [Taiwanese | Street Vendors], [Financial District],10005, false 
The Bailey Pub & Brasserie,3.5,92, [Gastropubs | Brasseries | American (New)], [Financial District],10005, false 
Ise Japanese Restaurant,3.5,159, [Sushi Bars | Japanese], [Financial District],10005, false 
Biryani House Cart,4,61, [Indian | Food Stands], [Financial District],10005, false 
Sandra's Food Spot Cart,4.5,10, [Puerto Rican | Food Stands], [Financial District],10005, false 
Pound & Pence,3.5,87, [Pubs | Gastropubs | American (New)], [Financial District],10005, false 
Blue Planet Grill,3.5,200, [American (Traditional) | Bars | Caterers], [Financial District],10006, false 
View of the World Terrace Club,4.5,10, [American (New)], [Financial District],10006, false 
Ho Yip Restaurant,3.5,141, [Chinese], [Financial District],10006, false 
Wogies Bar and Grill,4,23, [American (Traditional) | Cheesesteaks | Chicken Wings], [Financial District],10006, false 
Clinton Hall,3.5,79, [Sports Bars | American (New) | Cocktail Bars], [Financial District],10006, false 
Tajin,3.5,93, [Mexican], [Financial District],10006, false 
Sam's Falafel Stand,4,101, [Falafel], [Financial District],10006, false 
Bill's Bar & Burger Downtown,3.5,112, [Bars | Burgers], [Financial District],10006, false 
Sale & Pepe,4,9, [Sandwiches | Caterers], [Financial District],10006, false 
Steve's Pizza,3.5,54, [Pizza], [Financial District],10006, false 
BLT Bar & Grill,3,146, [American (Traditional)], [Financial District],10006, false 
Koko,3,108, [Chinese | Japanese], [Financial District],10006, false 
Charlys,3.5,96, [Diners], [Financial District],10006, false 
Trinity Place Bar and Restaurant,3.5,141, [Bars | American (New)], [Financial District],10006, false 
Morton's The Steakhouse,3.5,44, [Steakhouses], [Financial District],10006, false 
Ruchi Indian Cuisine,3.5,121, [Indian], [Financial District],10006, false 
Dark Horse,4,174, [American (Traditional) | American (New)], [TriBeCa | Civic Center],10007, false 
Saleya,4,83, [American (New) | Mediterranean | Bars], [TriBeCa],10007, false 
Sophie's Cuban Cuisine,4,128, [Cuban], [TriBeCa | Civic Center],10007, false 
Manhattan Proper,4,111, [Sports Bars | American (New) | Lounges], [TriBeCa | Civic Center],10007, false 
My Belly's Playlist,4,59, [American (New) | Sandwiches | Salad], [TriBeCa],10007, false 
Sole di Capri,4,125, [Italian], [TriBeCa],10007, false 
Benares,4,126, [Indian], [TriBeCa],10007, false 
The Hummus & Pita Co.,4,75, [Mediterranean | Middle Eastern], [TriBeCa | Civic Center],10007, false 
Woodrow's,4,129, [American (Traditional) | Pubs], [TriBeCa],10007, false 
Mulberry and Vine,4,53, [American (New) | Latin American | Asian Fusion], [TriBeCa],10007, false 
Church Publick,4,47, [American (New) | Pubs], [TriBeCa | Civic Center],10007, false 
Takahachi Bakery,4,295, [Bakeries | Japanese | Fruits & Veggies], [TriBeCa | Civic Center],10007, false 
Delimarie,4,32, [Delis | Southern | Breakfast & Brunch], [TriBeCa | Civic Center],10007, false 
By Suzette French Crepes,4,52, [Creperies | French], [TriBeCa | Chinatown | Civic Center],10007, false 
Racines,4,35, [French], [TriBeCa | Civic Center],10007, false 
Kitchenette,3.5,455, [Breakfast & Brunch | Desserts | Comfort Food], [TriBeCa],10007, false 
Pylos,4.5,695, [Greek], [East Village | Alphabet City],10009, false 
Taverna Kyclades East Village,4.5,236, [Greek | Seafood], [Stuyvesant Town | East Village],10009, false 
Caracas Arepa Bar,4,2023, [Venezuelan], [East Village],10009, false 
Northern Spy Food Co.,4,657, [American (Traditional)], [East Village | Alphabet City],10009, false 
Xe May Sandwich Shop,4.5,373, [Sandwiches | Vietnamese], [East Village],10009, false 
B4,4,116, [American (New) | Comfort Food], [East Village | Alphabet City],10009, false 
Westville,4,682, [American (New)], [East Village | Alphabet City],10009, false 
Brindle Room,4,420, [American (New)], [East Village | Alphabet City],10009, false 
Nai Tapas Bar,4,458, [Tapas Bars], [East Village],10009, false 
Cafe Mogador,4,1152, [Moroccan], [East Village | Alphabet City],10009, false 
Bobwhite Lunch & Supper Counter,4,259, [Southern], [East Village | Alphabet City],10009, false 
Flinders Lane,4.5,60, [Restaurants | Wine Bars], [East Village | Alphabet City],10009, false 
Tuome,4,45, [American (New)], [East Village | Alphabet City],10009, false 
Grape and Grain,4,221, [Wine Bars | American (New)], [East Village | Alphabet City],10009, false 
Root & Bone,4,146, [Southern | Comfort Food], [East Village | Alphabet City],10009, false 
Tink's Restaurant,4,166, [American (New) | Comfort Food | Breakfast & Brunch], [East Village],10009, false 
Casa Adela,4,153, [Latin American | Puerto Rican], [East Village | Alphabet City],10009, false 
Yuca Bar & Restaurant,4,1050, [Latin American | Tapas Bars], [East Village | Alphabet City],10009, false 
Kafana,4,223, [Ethnic Food | Modern European], [East Village | Alphabet City],10009, false 
Yerba Buena,4,567, [Latin American | Spanish], [East Village | Alphabet City],10009, false 
Luke's Lobster,4,1216, [Seafood], [East Village],10009, false 
Fat Buddha,4,324, [Bars | Asian Fusion | Korean], [East Village | Alphabet City],10009, false 
Cafecito,4,267, [Cuban], [East Village | Alphabet City],10009, false 
Gena's Grill,4.5,79, [Dominican | Puerto Rican], [East Village],10009, false 
Banh mi Zon,4,158, [Vietnamese | Sandwiches], [East Village | Alphabet City],10009, false 
Barnyard,4.5,63, [Cheese Shops | Sandwiches], [East Village | Alphabet City],10009, false 
Royale,4,369, [Burgers | Bars], [East Village | Alphabet City],10009, false 
Supper,4,734, [Italian], [East Village | Alphabet City],10009, false 
Boulton & Watt,4,235, [American (New) | Gastropubs], [Alphabet City | Lower East Side],10009, false 
Edi & the Wolf,4,260, [German], [East Village | Alphabet City],10009, false 
Crif Dogs,4,1574, [Hot Dogs | American (New)], [East Village | Alphabet City],10009, false 
Five Tacos,4,138, [Mexican], [East Village | Alphabet City],10009, false 
Paprika,3.5,710, [Italian], [East Village | Alphabet City],10009, false 
Fonda,4,314, [Mexican], [East Village | Alphabet City],10009, false 
La Belle Crepe,5,22, [Creperies], [East Village | Alphabet City],10009, false 
Minca,4,1041, [Ramen], [East Village | Alphabet City],10009, false 
Falanghina Pizza Bar,4.5,64, [Italian], [East Village | Alphabet City],10009, false 
El Camion,4,249, [Mexican], [East Village | Alphabet City],10009, false 
Eleven Madison Park,4.5,1136, [American (New) | French], [Flatiron],10010, false 
Mook's,4.5,52, [Sandwiches | Cafes | Salad], [Kips Bay],10010, false 
Lamarca Cheese Shop,4.5,35, [Cheese Shops | Comfort Food], [Gramercy],10010, false 
Maialino,4,773, [Italian], [Flatiron | Gramercy],10010, false 
Molly's,4,286, [American (Traditional) | Irish | Pubs], [Gramercy],10010, false 
Grill 21,4,247, [Filipino], [Gramercy],10010, false 
Gila's Nosh,4.5,65, [Coffee & Tea | Mediterranean], [Kips Bay],10010, false 
Hillstone,4,446, [Steakhouses | American (Traditional)], [Flatiron],10010, false 
Kipsey's,4,117, [American (New) | Breakfast & Brunch], [Kips Bay],10010, false 
Limon Restaurant,4,117, [Turkish | Middle Eastern | Mediterranean], [Kips Bay],10010, false 
Bluebell Cafe,3.5,251, [American (Traditional)], [Gramercy],10010, false 
Vitis La Vineria,4.5,41, [Tapas/Small Plates | Wine Bars], [Gramercy],10010, false 
Almond,3.5,608, [American (New)], [Flatiron],10010, false 
Love Cafe & Bar,4,25, [Cafes], [Kips Bay],10010, false 
Lamarca,4,177, [Italian], [Gramercy],10010, false 
Stix Mediterranean Cafe & Grill,4,191, [Mediterranean | Greek], [Flatiron | Gramercy],10010, false 
Almayass,4,146, [Mediterranean | Armenian | Vegetarian], [Flatiron],10010, false 
Eataly NYC,3.5,2522, [Italian | Grocery], [Flatiron],10010, false 
Novita Restaurant,4,190, [Italian], [Flatiron | Gramercy],10010, false 
Barfly NY,4,81, [Sports Bars | American (Traditional)], [Gramercy],10010, false 
Harding's,4,115, [American (New) | Cocktail Bars], [Flatiron],10010, false 
Little Basil,3.5,198, [Thai], [Kips Bay],10010, false 
Terakawa Ramen,3.5,369, [Ramen], [Flatiron | Gramercy],10010, false 
Via Emilia,4,188, [Italian], [Flatiron],10010, false 
Maysville,4,268, [American (New) | Wine Bars], [Flatiron],10010, false 
ChaamLex,4,35, [Thai], [Flatiron],10010, false 
Los Tacos No.1,4.5,429, [Mexican], [Meatpacking District | Chelsea],10011, false 
Colicchio & Sons Tap Room,4.5,161, [American (New)], [Meatpacking District | Chelsea],10011, false 
Westville,4,518, [American (New)], [Chelsea],10011, false 
Buddakan,4,1984, [Chinese | Asian Fusion], [Meatpacking District | Chelsea],10011, false 
Cookshop,4,972, [American (New) | Breakfast & Brunch | Desserts], [Chelsea],10011, false 
The Red Cat,4,453, [American (New)], [Chelsea],10011, false 
The Green Table,4,348, [Vegetarian | American (New) | Breakfast & Brunch], [Meatpacking District | Chelsea],10011, false 
Salinas,4,431, [Mediterranean | Spanish], [Chelsea],10011, false 
The Meatball Shop,4,282, [Italian | Salad], [Chelsea],10011, false 
Tia Pol,4,512, [Tapas Bars | Spanish], [Chelsea],10011, false 
Le Grainne Cafe,4,400, [French], [Chelsea],10011, false 
Dil-e Punjab Deli,4.5,111, [Indian | Vegetarian | Pakistani], [Chelsea],10011, false 
Amélie,4.5,662, [French | Wine Bars], [Greenwich Village],10011, false 
Coppelia,4,450, [Cuban], [Chelsea],10011, false 
Ootoya,4,517, [Japanese], [Flatiron],10011, false 
The Grey Dog,4,430, [Coffee & Tea | Breakfast & Brunch], [Chelsea],10011, false 
Heartwood,4,52, [American (New)], [Chelsea],10011, false 
Empire Diner,4,116, [Diners], [Chelsea],10011, false 
El Cocotero,4,307, [Latin American], [Chelsea],10011, false 
mokbar,4,108, [Korean], [Meatpacking District | Chelsea],10011, false 
Sotto 13,4,263, [Pizza | Tapas/Small Plates], [West Village],10011, false 
The Meatball Shop,4,503, [Italian | American (Traditional)], [West Village],10011, false 
SOCARRAT Paella Bar Chelsea,4,687, [Spanish | Tapas Bars | Tapas/Small Plates], [Chelsea],10011, false 
La Taza De Oro,4,150, [Latin American | Puerto Rican], [Chelsea],10011, false 
Montmartre,4,136, [French], [Chelsea],10011, false 
Asuka Sushi,4,312, [Sushi Bars | Japanese | Thai], [Chelsea],10011, false 
Umami Burger,4,922, [Burgers], [Greenwich Village],10011, false 
Cafeteria,3.5,1840, [American (New) | Southern | Breakfast & Brunch], [Chelsea],10011, false 
The Hummus & Pita Co,4,313, [Mediterranean | Middle Eastern | Vegetarian], [Chelsea],10011, false 
Da Andrea,4,377, [Italian], [Greenwich Village],10011, false 
Boqueria,4,691, [Spanish | Tapas Bars], [Flatiron],10011, false 
Papa Kebab Mediterrenean Bistro,4,64, [Mediterranean], [Chelsea],10011, false 
Bareburger,4,294, [Burgers], [Chelsea],10011, false 
Alta,4,1239, [Tapas Bars | Mediterranean | Spanish], [Greenwich Village],10011, false 
Siggy's Good Food,4.5,207, [Mediterranean | Vegan | Comfort Food], [NoHo],10012, false 
Jane,4,1789, [American (Traditional) | Modern European], [Greenwich Village],10012, false 
Cafe Habana,4,2312, [Cuban | Mexican], [Nolita],10012, false 
Bianca Restaurant,4,859, [Italian], [NoHo],10012, false 
Carroll Place,4.5,96, [Gastropubs | Italian], [Greenwich Village],10012, false 
Blue Ribbon Brasserie,4.5,638, [Seafood | American (Traditional)], [South Village],10012, false 
Balthazar Restaurant,4,1748, [French], [SoHo],10012, false 
Rubirosa,4,568, [Italian | Pizza], [Nolita],10012, false 
Cocotte,4.5,130, [French], [South Village],10012, false 
Saigon Shack,4,832, [Vietnamese], [Greenwich Village],10012, false 
Eight Turn Crêpe,4.5,264, [Creperies], [Nolita],10012, false 
Ciccio,4.5,78, [Italian | Bars], [South Village],10012, false 
Ruby's,4,419, [Burgers | Coffee & Tea], [Nolita],10012, false 
Lupa,4,951, [Italian | American (New)], [Greenwich Village],10012, false 
Bohemian Restaurant,4.5,342, [Japanese], [NoHo],10012, false 
Cuba,4,775, [Cuban], [Greenwich Village],10012, false 
Mamoun's Falafel,4.5,1647, [Middle Eastern | Falafel], [Greenwich Village],10012, false 
Gato,4,262, [Mediterranean | Spanish | Bars], [NoHo],10012, false 
Bite,4,139, [Food Stands | Sandwiches], [NoHo],10012, false 
Aquagrill,4.5,862, [Seafood], [South Village],10012, false 
Emporio,4,366, [Italian], [Nolita],10012, false 
Boqueria,4,465, [Spanish], [South Village],10012, false 
Jack's Wife Freda,4,307, [Breakfast & Brunch | Mediterranean], [SoHo],10012, false 
Public,4,791, [American (Traditional)], [Nolita],10012, false 
Toloache,4.5,101, [Mexican], [Greenwich Village],10012, false 
Taim Falafel,4.5,178, [Falafel], [Nolita],10012, false 
Lombardi's Pizza,4,3942, [Pizza], [Nolita],10012, false 
Minetta Tavern,4,1247, [French | American (New) | Breakfast & Brunch], [Greenwich Village],10012, false 
Café Gitane,4,499, [French | Moroccan], [Nolita],10012, false 
Pepe Rosso To Go,4,239, [Italian], [South Village],10012, false 
Mirch Masala,4.5,42, [Indian], [Greenwich Village],10012, false 
Ariana,4.5,24, [Russian], [South Village | Greenwich Village],10012, false 
Il Corallo Trattoria,4,478, [Italian | Pizza], [South Village],10012, false 
Vin et Fleurs,4,247, [French], [South Village],10012, false 
The Grey Dog,4,196, [Coffee & Tea | Breakfast & Brunch], [Nolita],10012, false 
